gene_id	gene_name	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6	individual_7	individual_8	individual_9	individual_10
ENSG00000228319.1	SPATA2P1	0	0	0	0	0	0.0583	0	0	0	0
ENSG00000228322.1	AL162419.1	0.0937	0.0736	0	0	0	0	0	0.237	0.3126	0
ENSG00000228323.2	MYADM-AS1	0.1863	1.1715	0.2817	0.9631	0.1337	1.9113	0	0.4713	4.7246	0.3923
ENSG00000228325.5	IGKV3D-7	0	0	0.644	0	0.1528	0	0.1885	0	0.1421	0
ENSG00000228327.3	AL669831.1	1.4117	0.4898	1.7301	2.7476	0.2007	3.1121	0.4615	1.2332	1.6632	0.6962
ENSG00000228328.2	PGK1P1	0.1311	0.4636	0.3468	3.049	0.3761	0.7684	0.3481	0.0553	1.1371	0.828
ENSG00000228329.3	LINC01890	0.0854	0	0.0646	0.0442	0	2.3785	0	0	0	0
ENSG00000228330.1	AL355355.1	0.3095	0.4864	0	0.3199	0.9619	0	0.913	0.3479	0.413	0.6516
ENSG00000228331.2	RPL17P43	0.698	0.3291	1.1605	0.7215	0.2003	0.6136	0.2471	0.1177	1.0246	0
ENSG00000228334.2	AC024028.1	0	0.0376	0.0181	0	0.0172	0.1052	0	0.0202	0.2875	0
ENSG00000228335.1	AC073063.1	1.3476	3.1774	0.8148	3.204	0.4833	4.9367	3.1011	0.5681	2.4278	1.4187
ENSG00000228336.2	OR9H1P	0	0	0	0	0	0.8828	0	0	0.0223	0
ENSG00000228337.1	PPIAP69	0	0	0	0	0	0.9947	0	0	0.2265	0
ENSG00000228338.1	LINC01784	0	0	0	0	0	0	0	0	0	0
ENSG00000228339.1	AMD1P1	0	0.8367	0	0	0	0.39	0.0785	0	0.1776	0.3736
ENSG00000228340.6	MIR646HG	0.1333	0.5163	0.0123	0.2017	0.0537	9.0784	0.0288	0.3346	0.6358	0.0274
ENSG00000228341.1	AC002381.1	0	0.2296	0	0	0	27.8256	0	0	0.1949	0
ENSG00000228343.1	AC115618.2	0	0	0	0	0	0	0	0	0	0
ENSG00000228345.2	AC112492.2	0	0	0	0	0	0	0	0	0	0
ENSG00000228347.1	FTLP17	0.1558	0.1225	0.3533	2.0938	1.0059	0.4566	0	0.3941	0.104	0
ENSG00000228348.1	EFCAB14P1	0	0	0	0.1826	0.1267	0.2589	0	0	0.1179	0
ENSG00000228349.1	RPS26P4	0	6.3383	0	0	0	0	0	0	0	0
ENSG00000228350.1	LINC02585	2.0867	2.296	1.5771	6.0398	0.5987	2.4462	9.604	0.7038	4.4556	1.7575
ENSG00000228351.3	AC018832.1	0	0	0	0	0.0445	0	0	0	0.0414	0
ENSG00000228352.2	AL354989.1	0.2576	1.7211	1.0709	0.799	0	11.7032	0.4561	1.1948	0.2579	0.5425
ENSG00000228353.1	AL450322.1	0	0	0.1975	0	0.5624	0	0	0.4407	0.1744	0.5503
ENSG00000228354.1	AL450023.1	0	0	0	0.1126	0	0	0	0.0918	0	0.2293
ENSG00000228355.1	BX322559.1	0	0.3896	0	0	0	0	0	0	0.4962	0
ENSG00000228358.6	LINC02263	0	0.1127	0	0.1145	0	0	0.0058	0	0	0
ENSG00000228360.1	AC009220.1	0	2.104	0.6744	3.9973	0	3.0511	2.6327	0.7524	2.1833	1.2526
ENSG00000228361.2	AL606970.2	0	0	0	0	0.1248	0	0	0	0	0
ENSG00000228363.2	AC015971.1	0.1716	0.8092	0.2162	0.1774	0.1436	7.7534	0.0253	0.4823	0.1145	0.1204
ENSG00000228364.1	SAR1AP1	0.4117	0	0	0.4256	0	0	0	0.1157	0.0916	0
ENSG00000228365.1	AL133351.1	0	0.1328	0	0	0	0	0	0	0	0
ENSG00000228366.1	AL592437.1	0	0.392	0	0.5156	0	9.9887	0.1472	0.1402	0	0
ENSG00000228367.3	AC108120.1	0.0825	0	0	0	0.0592	0.2419	0	0	0	0
ENSG00000228368.1	AC106873.1	0	0	0.1347	0	0	24.5473	0	0	0	0
ENSG00000228369.2	TXNDC12-AS1	0	0.6577	0.4743	0.2163	0	10.1164	0	0	0.1396	0
ENSG00000228372.8	SMIM10L2B-AS1	0	0	0	0	0	0	0	0	0.0411	0
ENSG00000228373.2	AL353752.1	0	0	0	0.3252	0	0.461	0	0	0.4199	0
ENSG00000228374.1	RPL9P13	0	0	0	0	0	0	0	0	0	0
ENSG00000228375.1	RPS20P25	0	0	0	0	0	0	0	0	0	0
ENSG00000228376.3	GAS2L1P2	0	0	0	0.3738	0.0259	0.106	0	0.061	0.0483	0
ENSG00000228379.1	AC010891.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228380.1	MYL6BP1	0.133	0	0	0	0	1.3643	0.2354	0.1122	0	0
ENSG00000228382.1	ITPKB-IT1	0	0.3695	0.6395	0.1944	0.1349	4.4088	0	0	0.0627	0
ENSG00000228383.7	FAM197Y7	0	0	0	0.0332	0	0	0	0	0	0
ENSG00000228384.4	AC007040.1	0.1715	0.2696	0.1296	0.3545	0	0	0	0.2892	0.1144	0
ENSG00000228386.2	AL031668.1	0	0	0.2051	0.1402	0	27.8291	0	0.1144	0.2715	0
ENSG00000228391.1	AC011995.1	0	0	0	0.1463	0	0	0	0	0	0
ENSG00000228392.3	AL162391.1	0	0.0179	0.0172	0.0705	0	0.0666	0.0604	0	0	0
ENSG00000228393.4	LINC01004	4.9091	5.8089	5.0859	9.9781	0.6726	21.742	7.6647	4.6044	10.1581	4.4133
ENSG00000228395.2	AL356481.1	0.5783	1.5403	0.8984	3.8526	1.1062	2.6364	1.4218	0.9211	2.1653	1.0824
ENSG00000228397.3	LINC01635	0	0.1215	0.1168	0.213	0.0369	0.151	0.228	0.0869	0.2406	0.2169
ENSG00000228398.3	HMGN2P25	0.3052	0.4798	0.4614	2.2086	0.2189	0.4473	0.2701	0.2574	0.611	0
ENSG00000228399.1	AL109741.2	0.9539	1.8743	0.5407	1.2326	0.3421	6.2902	0.8443	0.4022	1.273	3.0128
ENSG00000228400.2	AC079154.1	0	0	0	0.1591	0	0.8269	0	0	0	0
ENSG00000228401.5	AL590226.1	0.1201	0.7552	0.0454	0.1242	1.4647	28.8659	0.4253	1.5699	0.1603	0.3794
ENSG00000228403.1	AC035139.1	0	0.7065	4.0762	0.3097	0	24.1484	0	0.5053	0	0
ENSG00000228404.1	AP001468.1	0	0.6925	0	1.0627	0	0	0	0	0	0
ENSG00000228407.2	AL139156.2	2.6465	1.7018	0.7273	4.2279	2.5886	1.0576	2.5553	0.6086	1.2843	0.5066
ENSG00000228408.6	AL031056.1	0	0.0225	0.065	2.9045	0.0206	0.2101	0.9136	0.0725	0	0.0604
ENSG00000228409.6	CCT6P1	5.9758	7.4297	8.8847	23.9496	3.1972	23.1115	15.6071	6.2365	9.2168	3.816
ENSG00000228410.6	ELOCP24	0	0	0	0	0	0	0	0	0	0
ENSG00000228410.6_PAR_Y	ELOCP24	0	0	0	0	0	0	0	0	0	0
ENSG00000228411.1	CDY4P	0	0	0.0409	0	0	0	0	0.0456	0	0
ENSG00000228412.9	LNC-LBCS	0.0414	0.8596	0	0.9412	0.1315	0.0433	0.2355	0.4686	0.3116	0.4232
ENSG00000228413.1	AC024937.1	0.4756	0.3738	0.1797	0.9832	0	8.3626	0	0	0.952	1.0014
ENSG00000228414.7	LINC01185	0.1398	0.1099	0.151	0.7434	0.0143	0.2049	0.1591	0.0337	0.7198	0.0421
ENSG00000228415.3	PTMAP1	0.2517	1.3847	0.5707	2.6018	0	12.1708	0.6683	0.2122	6.2139	0.53
ENSG00000228417.1	AL360182.2	0	0	0	0	0.2497	0	0	0	0	0
ENSG00000228420.1	LINC01768	0.1718	0	0.1299	0	0	2.0145	0	0.1449	0	0.3618
ENSG00000228421.2	AC005013.1	0	0.1093	0	1.0066	0.0998	0	0.3694	0.1173	0.557	0
ENSG00000228422.5	LINC00687	0.0722	0	0	0	0	0	0	0	0	0
ENSG00000228423.2	AL357552.2	0	0.3642	0.1751	0.2395	0	25.4668	0	0	1.0824	0
ENSG00000228426.1	AL645634.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228427.3	AL590764.1	0	1.9961	9.8625	1.7201	1.1936	25.7951	0.9302	3.6923	0.1753	2.0285
ENSG00000228429.1	AC004910.1	0.2079	0	0	0.5372	0	0.4569	0	0	0.2081	0
ENSG00000228430.9	AL162726.3	0	0	0	0	0	0.7578	0	0	0.0616	0.0389
ENSG00000228431.1	ARL5AP3	0.2119	0.3331	0	0.4381	0	0	0	0.1787	0.1414	0
ENSG00000228432.1	DHFRP2	0.7477	0.2351	0.113	0	0	0.2191	0	0	0.1996	0
ENSG00000228433.2	OR7E23P	0	0	0	0	0	0.1199	0	0	0	0
ENSG00000228434.1	AC004951.1	0.0877	0.3445	0.1657	0.9969	0.0314	4.1753	0	0.0739	0.7313	0.2769
ENSG00000228436.3	AL139260.1	0.2041	1.0266	1.5425	3.3756	0.6149	0.5383	0.6142	0.9293	0.8988	0.6876
ENSG00000228437.5	LINC02474	28.1449	0	0	0	0	0	0	0.1515	0.04	0.6304
ENSG00000228438.1	AL445567.1	0	0	0	0	0	1.6648	0	0	0	0
ENSG00000228440.1	MTND5P6	0	0	0	0	0	0	0	0	0.0304	0
ENSG00000228444.2	AL137244.1	0.2837	2.304	1.5724	0.782	0.2713	4.0186	1.4229	0.3987	2.3978	0.5973
ENSG00000228445.1	UGT1A2P	0.0945	0	0	0	0	0	0	0	0	0
ENSG00000228446.2	ANKRD49P1	2.0622	0.9004	0.6927	0.7106	0.3287	16.9555	0	0.483	0.3822	0.4824
ENSG00000228450.2	AL049734.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228451.4	SDAD1P1	0.7796	4.8535	1.5351	4.2417	4.7976	4.2089	3.3957	1.5742	4.9694	0.9072
ENSG00000228452.1	AC098484.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228453.1	RPS15AP9	0	0.8437	0	0.2219	0	0	0	0	0	0
ENSG00000228459.4	LINC01546	0.67	0.0712	0	2.003	0.2078	0	0.2565	0.1069	0.1088	0
ENSG00000228460.1	CYP2C59P	0	0	0	0	0	0	0	0	0	0
ENSG00000228462.1	RPS19P7	0	0	0.9367	2.5624	0	1.5134	0	0.1742	2.0675	1.7397
ENSG00000228463.10	AP006222.1	0	0.4456	0	0.1028	0.2426	0.0291	0.0264	0.0419	0.2323	0.0209
ENSG00000228464.1	AC073614.1	0	0	0.0951	0	0	0	0	0	0	0
ENSG00000228465.1	TRAPPC2P10	0	0	0	0	0	0	0	0	0	0
ENSG00000228466.1	TUBB4AP1	0.0617	0	0	0	0	0.2714	0.0546	0	0.0412	0
ENSG00000228467.2	AL845311.1	0	0	0	0.0949	0	0	0	0	0	0
ENSG00000228470.1	AL929236.1	0.4737	1.4893	0.2387	0.1632	0.1133	0.6942	0.1398	0.3995	0.843	0
ENSG00000228471.1	AC018865.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228473.1	LIN28AP2	0	0	0	0	0	0	0	0	0	0
ENSG00000228474.6	OST4	323.3817	414.2322	351.2563	428.5662	264.6234	97.4893	396.0267	393.6045	897.8657	469.0513
ENSG00000228476.2	CSTP1	0	0	0	0	0.1033	0	0.1912	0.5464	0.2883	0
ENSG00000228477.1	AL663070.1	3.0463	0.9754	3.8373	6.9979	0.3237	3.3066	0.7989	4.3762	4.3665	2.6132
ENSG00000228478.1	AL138885.2	0	0	0	0	0	0	0	0.128	0.4051	0
ENSG00000228480.1	AC130464.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228481.1	PRKCE-AS1	0	0	0.1653	0	0	15.7041	0	0.1844	0.1459	0
ENSG00000228482.2	LINC01713	0	0	0	0.0632	0.0878	0	0.2166	0	0	0
ENSG00000228484.3	AL137025.1	0	0.0423	0	0.3062	0.0193	3.3931	0.6196	0.0681	0.0539	0
ENSG00000228485.1	GRK5-IT1	0	0.6429	0.3091	0	0.2934	1.4983	0	0.1724	0.2729	0
ENSG00000228486.10	C2orf92	0.4781	3.1348	0.4755	4.7995	0.3791	4.1485	1.1582	1.1034	1.0579	0.5034
ENSG00000228487.2	AL450263.1	0.2521	1.9812	0.7621	3.6481	0.1808	1.8469	0.1116	7.2267	1.3456	0.5308
ENSG00000228488.1	AC092168.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228489.1	RPL21P50	0	0	0	0.1773	0	0	0	0	0	0
ENSG00000228492.2	RAB11FIP1P1	0.3714	2.3351	1.614	2.1115	0.2331	40.2041	0.0411	1.6441	0.4027	2.5415
ENSG00000228495.2	LINC01013	0	0.1896	0.1185	0.2993	0.0173	0.0884	0.2456	0.0814	0.1207	0.127
ENSG00000228496.1	AC106875.1	0.0699	0	0	0	0	0.1024	0	0	0.3729	0
ENSG00000228499.1	TMSB10P1	6.197	6.8185	3.7468	18.5771	2.667	8.1725	3.2909	2.6126	8.6834	13.048
ENSG00000228501.2	RPL15P18	0.2673	0.3151	1.0102	4.0068	0.1917	2.9378	0.2366	0.1127	2.9431	0.5629
ENSG00000228502.1	EEF1A1P11	5.3002	11.1082	19.8064	24.5333	9.3356	18.2946	7.2452	5.4622	16.1112	4.712
ENSG00000228503.1	AL357558.1	0.3588	0	0	0	0	0	0	0	0	0
ENSG00000228504.1	LINC01760	0	0	0	0	0	0	0	0	0	0
ENSG00000228505.5	AC011897.1	0.2364	0	0	0	0.1696	0	0	0	0	0
ENSG00000228506.2	AL513550.1	1.8016	3.9	3.0099	9.0831	0.9069	19.2208	9.2598	3.9976	13.0127	4.592
ENSG00000228507.1	DAP3P2	0.4812	1.5127	1.9395	1.4922	0.5752	1.8802	0.7098	0.4057	0.6421	1.3509
ENSG00000228509.6	AC006460.1	9.5383	0.357	0.1609	0.0293	0.0102	0.8944	0	2.4415	0.0568	0.2391
ENSG00000228510.2	AL359091.2	0.0472	0.0371	0.0713	2.1456	0	0.7604	2.2547	0.0398	0.661	0
ENSG00000228513.1	AC023271.2	0	0.118	0.0567	0.0776	0.0538	2.1993	0.1328	0	0.2003	0
ENSG00000228517.3	CT47A7	0	0	0	0	0	0	0	0	0	0
ENSG00000228518.1	SURF6P1	0	0	0	0	0	0	0	0	0	0
ENSG00000228519.3	RANBP1P1	9.3138	1.9096	5.3049	3.0697	0.5809	0.989	5.9736	1.252	4.3233	1.1369
ENSG00000228521.2	AC099552.3	0	0	0	0	0	0	0	0	0	0
ENSG00000228522.2	AL845321.1	0.0937	0	0	0.4843	0.1344	7.5516	0.1659	0.158	0	0.1973
ENSG00000228523.1	DNAJB6P4	0	0.0883	0	0.2323	0	0.1646	0	0	0.075	0
ENSG00000228525.1	AL353689.1	0	0	0	0	0	13.2513	0	0	0	0
ENSG00000228526.7	MIR34AHG	0.3948	1.448	1.7335	1.7393	0.5462	1.9559	0.4742	3.9472	0.6962	3.5626
ENSG00000228527.1	AC016396.1	0	1.96	0	0.2578	0.5367	0.3654	0.4415	0.2103	0.4992	2.6255
ENSG00000228528.2	AC068057.1	0	0	0	1.3455	0	0.2934	17.8119	0	0	0
ENSG00000228530.1	AL445687.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228532.4	SUMO2P21	26.1305	10.2683	3.8639	12.9185	0.4075	2.9134	4.0222	0.958	8.9074	0.598
ENSG00000228536.3	LYPLAL1-AS1	0.0577	1.405	0.0436	0.5961	0.0414	0.7605	0	0.0729	0.1347	0.0607
ENSG00000228538.7	AC009411.1	0	0	0	0	0	0.2335	0	0	0	0
ENSG00000228539.1	AL157413.1	0	0	0	0.2055	0	0	0.3519	0	0.0663	0.2093
ENSG00000228540.1	AC073326.1	0.5874	0	0.111	0	0	5.8103	0	0	0.098	0
ENSG00000228541.1	AC093159.1	0.1929	0.4549	0.4374	0	0	0.8481	0.3415	0.976	0.7724	0.4062
ENSG00000228543.1	AC003684.1	0	0	0	0	0	0.1398	0	0	0	0
ENSG00000228544.1	CCDC183-AS1	0.8571	0.7814	12.8258	4.4653	2.8034	2.8635	0.6979	1.7055	5.3987	1.2272
ENSG00000228546.2	PMS2P12	0.2187	0.5157	1.1571	1.3565	0.7844	2.2434	0.1936	0	0	0.4605
ENSG00000228547.5	OR7E26P	0.0813	0.0639	0	0.2522	0.0583	0.1191	0	0.0686	0.4883	0
ENSG00000228548.1	ITPKB-AS1	0	0.239	0.4596	0	0.1091	5.1243	0	0	0	0
ENSG00000228549.4	BX284668.2	0.8943	5.564	0	0.719	0.196	0.0364	0	0.2723	0.0663	1.3599
ENSG00000228550.1	AC073583.1	0	0.1607	0.1546	0	0	1.798	0	0	0	0
ENSG00000228551.1	SNRPGP9	3.9991	0.5715	1.0991	1.5032	0.2608	0	0.9653	0.6131	0.4852	0
ENSG00000228553.1	AL389885.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228554.1	AC004837.2	0.5595	0.6156	0.4229	0.347	0.1605	10.6582	0	0.2831	0.672	6.3616
ENSG00000228557.1	HSPA8P17	0	0	0	0	0	0	0	0	0	0
ENSG00000228559.2	AL033519.4	0.0461	0.0362	0.2437	0	0	0.27	0	2.6408	0.2151	0.097
ENSG00000228560.1	AL513323.1	0	0	0	0	0	0	0	0.0649	0	0
ENSG00000228561.2	AC026355.2	0.1394	0.4381	0.9479	0.1441	0.2999	3.063	0	0.1175	0.093	0.2934
ENSG00000228563.1	AL133247.1	0	0	0	0	0	0.1855	0	0	0	0
ENSG00000228564.2	LINC01005	0	0	0	0	0	0	0	0	0	0
ENSG00000228566.2	AC013287.1	0.1112	0.1311	0	1.4083	0.0598	0.0407	0.123	0.0234	0.0186	0.1756
ENSG00000228567.3	VN1R4	0	0	0	0	0	0	0	0	0	0
ENSG00000228568.1	RPS15AP13	0	0	0	0	0	2.2061	0.4442	0	0	0
ENSG00000228570.7	NUTM2E	0	0	0.0171	0.2333	0.1133	0.0331	1.0785	0	0.0151	0.095
ENSG00000228571.1	HSFY7P	0	0	0	0	0	0	0	0	0	0
ENSG00000228572.7	AL954722.1	0	0	0	0	0	0	0	0.2663	0	0
ENSG00000228572.7_PAR_Y	AL954722.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228573.1	AL138962.1	0.9951	0.9385	0	1.0287	0	0.5833	0	0.1678	0.664	0
ENSG00000228577.1	AC010731.1	0	0.2922	0	1.7296	0.1334	0	0	0	0.124	0
ENSG00000228578.1	TUBB1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000228585.1	AC073143.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228586.1	AC005042.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228587.1	AL049748.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228589.3	SPCS2P4	3.3633	6.797	4.8115	21.9775	5.4281	2.2882	2.9768	2.4308	13.2246	5.5641
ENSG00000228590.2	MIR4432HG	0.0091	0.1358	3.4361	0.0094	0	0.1332	0	0.0767	0.0303	0
ENSG00000228592.2	D21S2088E	0	0	0	0.2958	0	0	1.1537	0	0.0071	0
ENSG00000228593.1	CFTRP1	0	0	0	0	0	0	0	0	0	0
ENSG00000228594.4	FNDC10	31.5799	9.9278	2.736	11.0673	3.9227	2.5395	6.3401	18.2823	89.8128	12.7311
ENSG00000228595.1	PAICSP2	0	0.0559	0	0	0	0.2085	0	0.06	0	0
ENSG00000228596.1	AC013436.1	0	0	0.1465	0	0	0.5681	0	0	0	0
ENSG00000228597.1	MTND4P1	0	0	0	0	0	2.9435	0	0	0	0
ENSG00000228598.1	MACC1-AS1	0.8961	0	0	0.1323	0.3673	9.9418	0	0	0.2563	0
ENSG00000228599.1	RPL7P52	0.2205	0.2599	0.4166	0	0	27.3005	0.1951	0.093	0.1471	0.4642
ENSG00000228600.1	POLR2CP1	0	0.4202	0	0.1105	0	0.1567	0	0	0	0
ENSG00000228601.1	RPL39P	0	0	0	0	0	0	0	0	0	0
ENSG00000228604.3	AL121759.1	0	0.0579	0.0557	0.1524	0	6.0472	0	0	0	0.3103
ENSG00000228606.3	AL139011.1	1.7265	1.0294	0.7649	1.7232	0.1708	2.0937	0.3688	0.2008	0.2383	0.2507
ENSG00000228607.2	CLDN25	0	0.0853	0	0	0	0	0	0.0915	0	0
ENSG00000228610.1	PDCL2P1	0	0	0	0	0	0	0	0	0	0
ENSG00000228611.2	HNF4GP1	0	0	0	0	0	0	0	0	0	0
ENSG00000228612.2	HK2P1	0.269	0.094	0.0678	0.6179	0	0.4817	0	0.0252	0.0598	0.1259
ENSG00000228613.1	AC141930.1	0.1041	2.372	0.0787	0	0.0746	0	0	0.702	0.9722	0
ENSG00000228615.1	CENPNP2	0.1609	0.0632	0	0	0	0.5893	0	0	0.1073	0
ENSG00000228618.1	AC012462.2	0	0	0	0	0	0	0	0	0.1396	0
ENSG00000228620.1	Z97056.1	0	0	0	0	1.0553	0	0	0	0.1963	0
ENSG00000228622.1	Z82198.1	0	0.2942	0	0	0	0	0	0	0.1249	0
ENSG00000228623.6	ZNF883	1.2068	0.9827	0.044	4.3887	0.2607	0.6818	1.2225	0.0368	0.2037	0.2755
ENSG00000228624.7	HDAC2-AS2	0.1623	0.3827	0.1303	0.8809	0.2183	1.5907	0.4579	0.1967	0.4942	0.3845
ENSG00000228625.1	AL451047.1	0	0.079	0	0.2078	0	0	0	0.0847	0.0671	0
ENSG00000228626.1	AC245100.3	5.4533	1.1279	0	0	0	1.2617	0	0.726	0	0
ENSG00000228627.2	AC009468.1	0	0	0	0	0	0.9937	0	0	0	0
ENSG00000228629.2	AC092295.1	0.1885	2.6663	0.9971	1.5587	0.4056	3.3142	0	0.4768	0.3773	0
ENSG00000228630.5	HOTAIR	0	4.9909	0	6.3045	0.3157	0.0461	0.0835	0.1856	0	7.3474
ENSG00000228634.1	AL136115.1	0.9493	0.4974	0.9566	0.6542	0	17.6202	0	0.5336	0.4223	0
ENSG00000228636.3	LINC02663	0	0	0	0	0	0	0	0	0	0
ENSG00000228638.1	FCF1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000228639.8	ROCR	0.0912	79.7421	0	0.2358	0.0654	0.0334	0.3432	0	0.0304	0
ENSG00000228643.1	AC079779.2	0.0887	0.6275	0.6705	0.1834	7.3184	0.91	0	0.0748	0.2368	0
ENSG00000228645.2	PHKG1P2	0	0	0	0	0	0	0	0	0	0
ENSG00000228646.3	RPL31P13	0	0	0	0	0	0	0	0	0	0
ENSG00000228648.1	AL353747.2	0	0	0	2.0624	0	0	0	1.6823	2.6625	3.3607
ENSG00000228649.9	SNHG26	2.058	8.9823	12.6196	1.6736	1.3483	9.1074	0.0121	0.5669	4.962	0.52
ENSG00000228650.2	AC008940.1	0.1042	0	0.0788	0	0.0747	0.1527	0.0922	0	0	0
ENSG00000228653.2	HNRNPCP7	1.4462	3.5519	1.9811	12.053	0.5187	11.1255	0.32	0.3049	7.1167	0.7613
ENSG00000228655.7	AC079793.1	0	0.1339	0.0368	0.0755	0.0698	74.4426	0	0.1436	0	0
ENSG00000228656.1	MYO5BP3	0	0.0503	0	0	0	0	0	0	0	0
ENSG00000228657.1	RPL23AP58	0.3488	0	0.7909	0.9015	0	7.6672	0	0.1471	0.5819	0
ENSG00000228658.1	AL772202.1	0	0.1644	0	0.2163	0	0	0.1852	0	0	0
ENSG00000228659.1	LINC01201	0	0	0	0	0	0.2137	0	0	0	0
ENSG00000228660.1	VN1R35P	0	0	0	0.122	0	0.173	0	0	0	0
ENSG00000228661.1	STIM1-AS1	0.3312	2.3425	0.3754	1.027	0.1188	0.4853	0.2931	0.4189	0.442	0.6973
ENSG00000228663.1	PSMD10P1	0.3604	1.0384	1.4525	1.3658	0.517	66.3564	0.6379	0.9115	0.561	0.7587
ENSG00000228664.1	AL513480.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228665.2	BX679664.1	0.3233	1.2705	1.4662	2.6738	0.2319	8.0541	0.2862	0.5452	3.4518	0
ENSG00000228666.1	KRT18P1	0.1229	0	0	0	0.0441	0	0	0.1036	0.4511	0
ENSG00000228667.1	AL157385.1	1.2209	0	0	0	0	0	0	0	1.222	0
ENSG00000228668.1	TRGV5P	0	0.3632	11.177	0.9555	0	7.7878	0	1.3639	0.3084	0
ENSG00000228669.2	LINC00448	0	0	0	0.0517	0	0.0732	0	0	0	0
ENSG00000228670.4	NANOGP2	0	0	0.1701	0	0	0	0	0	0.1502	0
ENSG00000228672.4	PROB1	4.187	2.7351	10.3426	6.8201	3.0033	4.3292	6.786	1.9868	2.6366	3.1295
ENSG00000228674.4	PPIAP59	0.1659	0.2608	0.1254	1.2006	0.119	0.2431	0	0	0	0.3494
ENSG00000228675.1	AC006482.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228677.1	TTC3-AS1	0.1491	0.293	0.2818	0	0.107	8.4134	0.132	0.1257	0	0
ENSG00000228679.1	AL034347.1	0	0.154	0.1481	0.2025	0	4.45	0	0.0826	0.1961	0
ENSG00000228680.1	AC004692.2	0	0.1067	0	0	0.0487	0	0	0	0.0453	0
ENSG00000228681.1	AC008072.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228683.1	AC016820.1	0	0	0	2.1906	0	0	1.0003	0	0.0943	0
ENSG00000228685.1	AL365356.2	0	0.984	0	0	0	0	0	0	0.2785	0
ENSG00000228686.2	AL590723.1	1.4305	1.5331	0.4914	0	0.5597	27.2505	0.4604	0.6579	0.781	0.8215
ENSG00000228687.1	AL035407.2	0	0	0	0	0	0.3171	0	0	0.1444	0
ENSG00000228688.1	COL11A2P1	0	0	0	0	0	0.3546	0	0	0	0
ENSG00000228689.8	AL355997.1	0	0.0582	0	0	0.345	0	0	0	0.0987	0
ENSG00000228692.2	AL445307.1	0	0.3204	0.1027	6.0398	0.2924	1.5929	2.1648	0.4583	0	0
ENSG00000228694.1	MTND4P18	0	0	0	0	0	0	0	0	0	0
ENSG00000228695.10	CES1P1	0	0.4226	0.0193	0.0265	0	0.0375	0	0.3886	0	0.0539
ENSG00000228696.10	ARL17B	0.7303	0.4928	0.9779	0.6646	0.2391	18.5408	0.7166	0.0201	0.5032	0.1003
ENSG00000228697.4	AL023755.1	0.1158	0.0152	0.0437	0	0.0277	0.1696	0.0171	0	0.309	0.0406
ENSG00000228700.1	AC010655.1	0.2801	0	0	1.1583	0.2009	0.4105	0	0	0.3738	0
ENSG00000228701.2	TNKS2-AS1	1.723	0.8383	2.9764	1.8659	0.1177	0.6011	3.7761	0.761	5.8578	0.1728
ENSG00000228702.1	AL645998.1	2.1339	0.1863	0.896	1.2255	0.1701	0.6949	1.6788	0.3998	1.2657	0.4992
ENSG00000228703.1	AL355310.2	0	0	0	0	0	0	0	0	0	0
ENSG00000228705.2	LINC00659	0	0.2534	0	0.5	0.8481	0	0.0476	1.994	0.8607	18.6719
ENSG00000228707.1	AL691426.1	0.1607	0	0	0	0	0	0	0	0	0
ENSG00000228708.1	AL109763.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228709.1	LINC02575	0.2691	0.282	0	0.0927	0	0	1.032	1.8151	16.4582	0.1889
ENSG00000228711.1	AC004006.1	0	0	0	0.2243	0	0	0	0	0	0
ENSG00000228714.4	AL691420.1	1.6699	0.0215	0.0207	0.0283	0.0196	0	0	0	0	0
ENSG00000228716.7	DHFR	21.2705	7.3747	39.0755	45.0488	8.5132	13.3967	26.0646	8.1154	31.566	8.9026
ENSG00000228717.1	AF013593.1	0.055	0	0	0.0569	0	0.0806	0	0	0	0
ENSG00000228718.2	LINC02521	0.0893	0.5618	0	0.2771	0.2564	1.3093	0.3559	0.0377	0.3279	0
ENSG00000228719.1	AL022313.2	0	0.6913	0.831	0.2273	0.1577	0.9666	0	0.1854	0.4402	2.315
ENSG00000228721.1	AC016909.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228723.6	SRGAP3-AS2	0	0.0894	0	0.0588	0	14.5769	0	35.5648	0.1138	0.2394
