Rat gene stable ID,Gene stable ID version,Mouse gene stable ID
ENSRNOG00000037618,ENSG00000162456.10,ENSMUSG00000073774
,ENSG00000284272.1,
,ENSG00000277759.1,
,ENSG00000213921.8,
,ENSG00000255487.1,
,ENSG00000254898.1,
ENSRNOG00000000307,ENSG00000135596.18,ENSMUSG00000019823
,ENSG00000272092.1,
,ENSG00000276445.1,
ENSRNOG00000001115,ENSG00000164638.11,ENSMUSG00000050822
,ENSG00000253570.1,
,ENSG00000207258.1,
,ENSG00000250733.6,
ENSRNOG00000019229,ENSG00000105202.9,ENSMUSG00000046865
,ENSG00000221771.1,
,ENSG00000278275.2,
,ENSG00000280055.2,
,ENSG00000269954.2,
,ENSG00000079277.22,ENSMUSG00000028708
,ENSG00000170983.4,
,ENSG00000255144.1,
,ENSG00000199985.1,
,ENSG00000274489.1,
,ENSG00000243503.2,
,ENSG00000254238.1,
,ENSG00000253712.1,
,ENSG00000253229.1,
,ENSG00000254023.1,
ENSRNOG00000007078,ENSG00000104415.14,ENSMUSG00000005124
,ENSG00000241269.1,
,ENSG00000243537.1,
,ENSG00000253638.1,
,ENSG00000160882.13,
ENSRNOG00000008431,ENSG00000136928.7,ENSMUSG00000039809
ENSRNOG00000028470,ENSG00000178795.10,ENSMUSG00000035582
ENSRNOG00000047450,ENSG00000048540.16,ENSMUSG00000030226
,ENSG00000223547.10,
,ENSG00000265462.1,
,ENSG00000287809.1,
,ENSG00000271609.1,
,ENSG00000252798.1,
,ENSG00000261596.2,
ENSRNOG00000020029,ENSG00000172366.20,ENSMUSG00000025732
ENSRNOG00000020526,ENSG00000129933.21,ENSMUSG00000031858
,ENSG00000249073.1,
ENSRNOG00000006148,ENSG00000113583.8,ENSMUSG00000036275
ENSRNOG00000017422,ENSG00000110497.15,ENSMUSG00000040506
ENSRNOG00000023494,ENSG00000129696.13,ENSMUSG00000031577
ENSRNOG00000069396,ENSG00000213585.11,ENSMUSG00000020402
ENSRNOG00000006375,ENSG00000213585.11,ENSMUSG00000020402
ENSRNOG00000069999,ENSG00000213585.11,ENSMUSG00000020402
ENSRNOG00000067316,ENSG00000213585.11,ENSMUSG00000020402
ENSRNOG00000020006,ENSG00000161996.19,ENSMUSG00000073434
,ENSG00000271128.1,
ENSRNOG00000049856,ENSG00000257446.4,ENSMUSG00000052446
ENSRNOG00000005872,ENSG00000081059.20,ENSMUSG00000000782
ENSRNOG00000026629,ENSG00000237247.6,ENSMUSG00000047508
ENSRNOG00000065634,ENSG00000237247.6,ENSMUSG00000047508
ENSRNOG00000070596,ENSG00000237247.6,ENSMUSG00000047508
ENSRNOG00000013048,ENSG00000205268.11,ENSMUSG00000069094
ENSRNOG00000026629,ENSG00000205718.10,ENSMUSG00000047508
ENSRNOG00000065634,ENSG00000205718.10,ENSMUSG00000047508
ENSRNOG00000070596,ENSG00000205718.10,ENSMUSG00000047508
ENSRNOG00000026629,ENSG00000230522.5,ENSMUSG00000047508
ENSRNOG00000065634,ENSG00000230522.5,ENSMUSG00000047508
ENSRNOG00000070596,ENSG00000230522.5,ENSMUSG00000047508
ENSRNOG00000004312,ENSG00000155957.19,ENSMUSG00000020225
,ENSG00000130544.12,ENSMUSG00000074500
ENSRNOG00000016701,ENSG00000167414.5,ENSMUSG00000063594
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000031576,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000046353,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000017963,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000016462,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000066838,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000049662,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000059839
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000078995
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000058331
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000090659
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000058883
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000069184
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000097333
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000074824
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000069206
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000030446
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000051037
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000078994
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000058900
ENSRNOG00000042308,ENSG00000197013.11,ENSMUSG00000071291
ENSRNOG00000019842,ENSG00000117407.17,ENSMUSG00000028539
,ENSG00000160321.16,
ENSRNOG00000032364,ENSG00000154114.13,ENSMUSG00000037287
ENSRNOG00000020901,ENSG00000180739.15,ENSMUSG00000045087
ENSRNOG00000067174,ENSG00000142515.16,
ENSRNOG00000068886,ENSG00000142515.16,
ENSRNOG00000069479,ENSG00000142515.16,
ENSRNOG00000066972,ENSG00000142515.16,
ENSRNOG00000071144,ENSG00000142515.16,
ENSRNOG00000019758,ENSG00000117408.11,ENSMUSG00000033365
,ENSG00000252995.1,
,ENSG00000259548.1,
ENSRNOG00000068079,ENSG00000161813.23,ENSMUSG00000023025
ENSRNOG00000050414,ENSG00000161813.23,ENSMUSG00000023025
ENSRNOG00000013229,ENSG00000136371.11,ENSMUSG00000079427
ENSRNOG00000013229,ENSG00000136371.11,ENSMUSG00000066442
,ENSG00000234942.3,
ENSRNOG00000010078,ENSG00000104450.13,ENSMUSG00000037617
,ENSG00000279394.1,
,ENSG00000286813.1,
,ENSG00000278600.1,
,ENSG00000259770.2,
,ENSG00000271364.1,
,ENSG00000279705.1,
,ENSG00000275460.1,
ENSRNOG00000047606,ENSG00000140379.9,ENSMUSG00000102037
ENSRNOG00000047606,ENSG00000140379.9,ENSMUSG00000099974
ENSRNOG00000047606,ENSG00000140379.9,ENSMUSG00000089929
ENSRNOG00000047606,ENSG00000140379.9,ENSMUSG00000053820
ENSRNOG00000019655,ENSG00000117410.14,ENSMUSG00000033379
,ENSG00000275332.1,
,ENSG00000274383.1,
ENSRNOG00000015027,ENSG00000115604.12,ENSMUSG00000026070
ENSRNOG00000015019,ENSG00000090487.11,ENSMUSG00000032388
ENSRNOG00000016343,ENSG00000050165.19,ENSMUSG00000030772
ENSRNOG00000016015,ENSG00000272886.6,ENSMUSG00000021962
ENSRNOG00000054699,ENSG00000235118.9,ENSMUSG00000115378
ENSRNOG00000011705,ENSG00000104435.14,ENSMUSG00000027500
,ENSG00000223440.1,
,ENSG00000262528.2,
,ENSG00000237274.2,
,ENSG00000163046.16,
ENSRNOG00000019921,ENSG00000103269.14,ENSMUSG00000025735
ENSRNOG00000016456,ENSG00000137033.12,ENSMUSG00000024810
ENSRNOG00000004059,ENSG00000184924.6,ENSMUSG00000096199
ENSRNOG00000054498,ENSG00000178980.16,ENSMUSG00000041571
ENSRNOG00000006340,ENSG00000162959.14,ENSMUSG00000058704
ENSRNOG00000068894,ENSG00000212122.4,ENSMUSG00000041566
,ENSG00000251741.1,
ENSRNOG00000039241,ENSG00000047188.16,ENSMUSG00000034653
,ENSG00000228132.2,
ENSRNOG00000019798,ENSG00000103266.11,ENSMUSG00000039615
ENSRNOG00000011599,ENSG00000178445.10,ENSMUSG00000024827
ENSRNOG00000053042,ENSG00000188227.14,ENSMUSG00000000103
ENSRNOG00000053042,ENSG00000188227.14,ENSMUSG00000053211
ENSRNOG00000015076,ENSG00000003137.9,ENSMUSG00000063415
ENSRNOG00000019586,ENSG00000159214.13,ENSMUSG00000078588
ENSRNOG00000014602,ENSG00000103707.10,ENSMUSG00000059183
,ENSG00000274967.1,
ENSRNOG00000010696,ENSG00000154328.16,ENSMUSG00000035121
,ENSG00000207109.1,ENSMUSG00000064536
,ENSG00000212608.1,
,ENSG00000227224.1,
ENSRNOG00000069327,ENSG00000251987.1,ENSMUSG00000065904
,ENSG00000271916.1,
ENSRNOG00000015859,ENSG00000016391.11,ENSMUSG00000015970
ENSRNOG00000009006,ENSG00000108588.15,ENSMUSG00000078622
ENSRNOG00000007690,ENSG00000134326.12,ENSMUSG00000020638
ENSRNOG00000020683,ENSG00000105323.18,ENSMUSG00000040725
ENSRNOG00000015498,ENSG00000056736.10,ENSMUSG00000015966
,ENSG00000270218.1,
ENSRNOG00000028889,ENSG00000186198.4,ENSMUSG00000053862
,ENSG00000277351.1,
ENSRNOG00000032339,ENSG00000103710.11,ENSMUSG00000041696
,ENSG00000207116.1,
,ENSG00000224346.1,
,ENSG00000223092.1,
,ENSG00000252759.1,
,ENSG00000201499.1,ENSMUSG00000064719
,ENSG00000252916.1,ENSMUSG00002076276
ENSRNOG00000016429,ENSG00000168959.15,ENSMUSG00000049583
ENSRNOG00000012558,ENSG00000115942.9,ENSMUSG00000026037
ENSRNOG00000009474,ENSG00000198231.14,ENSMUSG00000020705
,ENSG00000259258.1,
ENSRNOG00000014340,ENSG00000090470.15,ENSMUSG00000041837
ENSRNOG00000019484,ENSG00000196517.13,ENSMUSG00000028542
,ENSG00000271976.1,
ENSRNOG00000030225,ENSG00000166855.9,ENSMUSG00000015357
ENSRNOG00000015280,ENSG00000113812.14,ENSMUSG00000015971
ENSRNOG00000006110,ENSG00000104369.5,ENSMUSG00000042686
ENSRNOG00000019729,ENSG00000161999.13,ENSMUSG00000025736
ENSRNOG00000047349,ENSG00000166926.9,ENSMUSG00000024677
ENSRNOG00000047349,ENSG00000166926.9,ENSMUSG00000024679
ENSRNOG00000047349,ENSG00000166926.9,ENSMUSG00000079419
ENSRNOG00000050395,ENSG00000166926.9,ENSMUSG00000024677
ENSRNOG00000050395,ENSG00000166926.9,ENSMUSG00000024679
ENSRNOG00000050395,ENSG00000166926.9,ENSMUSG00000079419
ENSRNOG00000020991,ENSG00000166926.9,ENSMUSG00000024677
ENSRNOG00000020991,ENSG00000166926.9,ENSMUSG00000024679
ENSRNOG00000020991,ENSG00000166926.9,ENSMUSG00000079419
ENSRNOG00000030689,ENSG00000166926.9,ENSMUSG00000024677
ENSRNOG00000030689,ENSG00000166926.9,ENSMUSG00000024679
ENSRNOG00000030689,ENSG00000166926.9,ENSMUSG00000079419
ENSRNOG00000006514,ENSG00000028203.19,ENSMUSG00000036099
,ENSG00000225695.1,
,ENSG00000226658.1,
,ENSG00000237943.8,
,ENSG00000252148.1,
,ENSG00000273975.1,
,ENSG00000232719.1,
ENSRNOG00000061085,ENSG00000144554.13,ENSMUSG00000034023
,ENSG00000224672.4,
,ENSG00000232133.1,
,ENSG00000226312.7,
,ENSG00000207417.1,
ENSRNOG00000008757,ENSG00000150433.10,ENSMUSG00000032121
,ENSG00000266502.1,
,ENSG00000253341.1,
,ENSG00000283188.1,
,ENSG00000251553.1,
,ENSG00000253777.1,
ENSRNOG00000064721,ENSG00000174136.13,ENSMUSG00000048027
ENSRNOG00000010714,ENSG00000104760.17,ENSMUSG00000031594
ENSRNOG00000029911,ENSG00000138615.6,ENSMUSG00000042254
,ENSG00000238829.1,
ENSRNOG00000042903,ENSG00000112695.13,ENSMUSG00000032330
ENSRNOG00000002223,ENSG00000112695.13,ENSMUSG00000032330
ENSRNOG00000027791,ENSG00000112695.13,ENSMUSG00000032330
ENSRNOG00000024429,ENSG00000165879.9,ENSMUSG00000070526
ENSRNOG00000024429,ENSG00000165879.9,ENSMUSG00000067199
ENSRNOG00000067076,ENSG00000165879.9,ENSMUSG00000070526
ENSRNOG00000067076,ENSG00000165879.9,ENSMUSG00000067199
,ENSG00000235579.1,
,ENSG00000227348.1,
,ENSG00000225796.2,
,ENSG00000235318.3,
ENSRNOG00000045543,ENSG00000181274.7,ENSMUSG00000047604
ENSRNOG00000048888,ENSG00000119013.10,ENSMUSG00000026032
ENSRNOG00000030301,ENSG00000119013.10,ENSMUSG00000026032
ENSRNOG00000063738,ENSG00000119013.10,ENSMUSG00000026032
ENSRNOG00000011825,ENSG00000119013.10,ENSMUSG00000026032
,ENSG00000279268.1,
ENSRNOG00000060774,ENSG00000201709.1,ENSMUSG00000065733
,ENSG00000250162.1,
ENSRNOG00000053243,ENSG00000206903.1,ENSMUSG00000077337
ENSRNOG00000061349,ENSG00000206903.1,ENSMUSG00000077337
ENSRNOG00000063747,ENSG00000108592.17,ENSMUSG00000020706
ENSRNOG00000009857,ENSG00000108592.17,ENSMUSG00000020706
ENSRNOG00000062396,ENSG00000199568.1,ENSMUSG00000119286
,ENSG00000265673.1,
ENSRNOG00000010158,ENSG00000254585.5,ENSMUSG00000056972
ENSRNOG00000010146,ENSG00000182636.8,ENSMUSG00000033585
ENSRNOG00000070465,ENSG00000206616.1,
ENSRNOG00000014164,ENSG00000137819.14,ENSMUSG00000032278
,ENSG00000288048.1,
,ENSG00000278924.1,
ENSRNOG00000005124,ENSG00000152527.14,ENSMUSG00000040852
,ENSG00000206147.5,
,ENSG00000266863.2,
,ENSG00000229057.1,
,ENSG00000231381.2,
,ENSG00000259645.1,
,ENSG00000259191.2,
,ENSG00000137818.12,
,ENSG00000222610.1,ENSMUSG00002076678
,ENSG00000200351.1,
,ENSG00000241597.2,
,ENSG00000253215.1,
ENSRNOG00000019713,ENSG00000127580.17,ENSMUSG00000025737
ENSRNOG00000011207,ENSG00000213218.11,ENSMUSG00000020713
ENSRNOG00000063313,ENSG00000113712.19,ENSMUSG00000024576
ENSRNOG00000056198,ENSG00000207119.2,ENSMUSG00000106147
,ENSG00000259215.1,
,ENSG00000261659.2,
ENSRNOG00000014080,ENSG00000137807.16,ENSMUSG00000032254
,ENSG00000227163.2,
,ENSG00000229695.1,
,ENSG00000252490.1,ENSMUSG00002075071
,ENSG00000271647.1,
ENSRNOG00000020514,ENSG00000110693.19,ENSMUSG00000051910
,ENSG00000239560.3,
,ENSG00000196539.3,
ENSRNOG00000005151,ENSG00000138036.18,ENSMUSG00000024253
,ENSG00000203661.4,
,ENSG00000167562.14,
,ENSG00000271934.2,
,ENSG00000227102.2,
,ENSG00000183310.3,
ENSRNOG00000011207,ENSG00000136487.18,ENSMUSG00000020713
,ENSG00000201602.1,
,ENSG00000271701.1,
,ENSG00000187238.5,
ENSRNOG00000010034,ENSG00000104763.20,ENSMUSG00000031591
ENSRNOG00000007792,ENSG00000179562.3,ENSMUSG00000029708
,ENSG00000185962.1,
,ENSG00000187223.4,
,ENSG00000159455.9,
,ENSG00000004059.11,ENSMUSG00000020440
,ENSG00000187173.4,
ENSRNOG00000033906,ENSG00000198046.13,ENSMUSG00000054893
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095505
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000091585
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096154
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094172
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094836
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095570
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096756
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000046262
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094855
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070618
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094741
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095763
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094474
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000079424
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078510
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000079423
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096550
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095074
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000072813
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095503
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096044
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070686
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096728
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070619
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070677
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096066
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094043
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096680
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000059218
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000025838
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000073724
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096276
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000107392
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000050810
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094722
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000092166
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000073723
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000029451
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095996
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094383
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000074011
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096236
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000025839
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096139
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000066031
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000037028
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070616
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094887
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078509
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095523
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000066688
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000028591
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000046862
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070890
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000036749
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078511
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000072821
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000038330
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078626
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094337
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078513
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078512
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095718
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000070617
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096576
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094303
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096259
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000041805
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000072814
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000074720
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094791
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000096230
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095409
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000035201
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095475
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000047799
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095666
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000046435
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000072822
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000095954
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078508
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000078625
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000066030
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000066027
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000073721
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000094195
ENSRNOG00000042820,ENSG00000204501.7,ENSMUSG00000046133
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000095505
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000091585
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000096154
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000094172
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000094836
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000095570
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000096756
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000046262
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000094855
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000070618
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000094741
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000095763
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000094474
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000079424
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000078510
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000079423
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000096550
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000095074
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000072813
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000095503
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000096044
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000070686
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000096728
ENSRNOG00000069853,ENSG00000204501.7,ENSMUSG00000070619
